,CaseID,W1_Q1,W1_Q2,W1_Q3,W1_Q4,W1_Q5,W1_Q6,W1_Q7,W1_Q8a,W1_Q8b,W2_Q16,ppage,ppeducat,ppethm,ppgender,ppincimp,ppstaten,Party_ID,Ideology,Panel_Tenure_Months,OCC_GA,OCC_WA,OCC_NU,OCC_CC,OCC_JA,OCC_CO,OCC_FA,OCC_RS,OCC_DR,OCC_CP,OCC_TE,FB09,fisexp1,fisexp2,censusgroup
4640,469.0,Never,Poor,Once in a while,Be increased a lot,90.0,80.0,75.0,80.0,,,67.0,Some college,Hispanic,Male,"$60,000 to $74,999",ca,Strong Democrat,Conservative,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15965223,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
4650,470.0,Once in a while,Excellent,About half the time,Remain the same as it is,100.0,50.0,100.0,100.0,,Remain the same as it is,42.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$75,000 to $84,999",oh,Strong Democrat,Extremely liberal,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09646204,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
4660,471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
4670,472.0,Once in a while,Poor,Once in a while,Remain the same as it is,55.0,50.0,60.0,60.0,,Remain the same as it is,55.0,Some college,"White, Non-Hispanic",Male,"$100,000 to $124,999",nj,Not Strong Democrat,"Moderate, middle of the road",78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13734278,2.0,2.0,
4680,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
4690,474.0,,Excellent,,,,,,,,,38.0,Some college,"Black, Non-Hispanic",Male,"$85,000 to $99,999",ga,Strong Democrat,Conservative,11.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
4700,475.0,Once in a while,Good,Most of the time,Be reduced a lot,85.0,65.0,75.0,85.0,,Be reduced a lot,60.0,High school,"White, Non-Hispanic",Female,"$25,000 to $29,999",pa,Not Strong Democrat,"Moderate, middle of the road",17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058380287,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
4710,476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
4720,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
4730,478.0,Most of the time,Good,Most of the time,Be increased a little,100.0,90.0,100.0,100.0,,Be increased a little,33.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$100,000 to $124,999",nj,Not Strong Democrat,"Moderate, middle of the road",22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09350198,2.0,2.0,
4740,479.0,About half the time,Fair,About half the time,Be reduced a lot,40.0,0.0,40.0,100.0,,Be reduced a lot,62.0,Some college,"White, Non-Hispanic",Female,"$25,000 to $29,999",mi,Not Strong Republican,"Moderate, middle of the road",96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15763871,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
4750,480.0,Never,Poor,Once in a while,Be reduced a lot,50.0,70.0,80.0,90.0,,Be reduced a little,52.0,High school,"White, Non-Hispanic",Female,"$40,000 to $49,999",tn,Strong Republican,Conservative,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46593508,1.0,1.0,Few Immigrants
4760,481.0,Once in a while,Good,Once in a while,Be reduced a lot,60.0,50.0,50.0,50.0,,Be reduced a lot,56.0,High school,"White, Non-Hispanic",Female,"$40,000 to $49,999",ok,Strong Republican,Extremely conservative,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
4770,482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
4780,483.0,Never,Fair,Once in a while,Be reduced a little,100.0,50.0,50.0,30.0,,Be reduced a little,39.0,High school,Hispanic,Female,"$20,000 to $24,999",ca,Not Strong Democrat,Slightly conservative,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,"Many Immigrants, Majority Hispanic"
4790,484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
4800,485.0,Once in a while,Fair,About half the time,Remain the same as it is,80.0,70.0,80.0,80.0,,Remain the same as it is,70.0,High school,"White, Non-Hispanic",Female,"$30,000 to $34,999",ca,Not Strong Democrat,Slightly conservative,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17213379,1.0,2.0,"Many Immigrants, Majority Hispanic"
4810,486.0,Never,Fair,Once in a while,Remain the same as it is,70.0,80.0,60.0,80.0,,Remain the same as it is,21.0,Some college,"White, Non-Hispanic",Female,"$100,000 to $124,999",az,Not Strong Democrat,Liberal,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18242587,1.0,1.0,
4820,487.0,Never,Fair,Once in a while,Be reduced a little,55.0,60.0,65.0,70.0,,Be reduced a little,20.0,Some college,"Other, Non-Hispanic",Male,"$50,000 to $59,999",ca,Leans Republican,"Moderate, middle of the road",27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,"Many Immigrants, Majority Hispanic"
4830,488.0,Never,Very poor,Once in a while,Be reduced a lot,,,,,,Be reduced a lot,63.0,High school,"White, Non-Hispanic",Male,"$10,000 to $12,499",oh,Leans Democrat,"Moderate, middle of the road",19.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
4840,489.0,Once in a while,Poor,Once in a while,Remain the same as it is,80.0,86.0,55.0,80.0,,Be reduced a little,53.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$85,000 to $99,999",in,Strong Democrat,Liberal,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350198,1.0,1.0,"Many Immigrants, Majority Hispanic"
4850,491.0,Once in a while,Fair,About half the time,Remain the same as it is,65.0,65.0,65.0,65.0,,Remain the same as it is,43.0,Bachelor's degree or higher,"Other, Non-Hispanic",Female,"$100,000 to $124,999",wa,Strong Democrat,"Moderate, middle of the road",39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07161217,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
4860,492.0,Once in a while,Fair,Once in a while,Remain the same as it is,75.0,75.0,75.0,75.0,,Be reduced a little,64.0,Some college,"White, Non-Hispanic",Male,"$100,000 to $124,999",ca,Not Strong Democrat,"Moderate, middle of the road",73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12930997,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
4870,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
4880,494.0,Once in a while,Excellent,Once in a while,Remain the same as it is,90.0,67.0,85.0,94.0,,Remain the same as it is,51.0,Bachelor's degree or higher,Hispanic,Female,"$125,000 to $149,999",il,Not Strong Democrat,Liberal,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14449827,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
4890,495.0,Never,Fair,Once in a while,Be reduced a little,40.0,40.0,50.0,70.0,,Be reduced a little,67.0,Some college,"White, Non-Hispanic",Male,"$40,000 to $49,999",mi,Leans Republican,Slightly conservative,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11805371,1.0,1.0,Few Immigrants
4900,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
4910,497.0,Never,Poor,Once in a while,,48.0,48.0,55.0,100.0,,Be reduced a lot,60.0,High school,"White, Non-Hispanic",Female,"$125,000 to $149,999",ky,Strong Democrat,Refused,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10616197,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
4920,498.0,Never,Very poor,Never,Remain the same as it is,50.0,50.0,50.0,,50.0,Remain the same as it is,66.0,Less than high school,"Black, Non-Hispanic",Female,"Less than $5,000",ga,Strong Democrat,Extremely conservative,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
4930,499.0,Never,Very poor,Once in a while,Be reduced a lot,20.0,40.0,70.0,80.0,,Be reduced a little,27.0,High school,"White, Non-Hispanic",Male,"$60,000 to $74,999",mi,Leans Republican,Conservative,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2089776,1.0,1.0,Few Immigrants
4940,500.0,Once in a while,Good,Once in a while,Remain the same as it is,100.0,100.0,100.0,100.0,,Remain the same as it is,66.0,Bachelor's degree or higher,Hispanic,Male,"$125,000 to $149,999",ca,Strong Democrat,Liberal,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11124244,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
4950,501.0,Once in a while,Fair,Once in a while,Remain the same as it is,80.0,80.0,80.0,90.0,,Be reduced a little,59.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$35,000 to $39,999",mn,Leans Democrat,"Moderate, middle of the road",28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350198,1.0,1.0,Few Immigrants
4960,502.0,Once in a while,Good,Once in a while,Be reduced a little,70.0,50.0,80.0,80.0,,Remain the same as it is,26.0,Bachelor's degree or higher,Hispanic,Female,"$60,000 to $74,999",wy,Not Strong Republican,"Moderate, middle of the road",9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
4970,503.0,Never,Fair,Never,Be reduced a little,95.0,30.0,100.0,100.0,,Remain the same as it is,24.0,Some college,"White, Non-Hispanic",Female,"$20,000 to $24,999",nd,Strong Democrat,Liberal,6.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
4980,504.0,Never,Good,Once in a while,Be reduced a little,20.0,35.0,40.0,,50.0,Be reduced a little,66.0,Some college,"Black, Non-Hispanic",Male,"$100,000 to $124,999",tx,Strong Democrat,Conservative,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07049426,1.0,1.0,"Many Immigrants, Majority Hispanic"
4990,505.0,Once in a while,Fair,Once in a while,Be reduced a little,60.0,60.0,75.0,60.0,,Remain the same as it is,35.0,Less than high school,"White, Non-Hispanic",Male,"$30,000 to $34,999",az,Not Strong Democrat,"Moderate, middle of the road",38.0,,,,,,,,,,,,,1.0,1.0,
5000,506.0,Once in a while,Poor,Once in a while,Be reduced a little,80.0,60.0,60.0,80.0,,Be reduced a lot,67.0,High school,Hispanic,Female,"$40,000 to $49,999",mn,Not Strong Republican,Slightly conservative,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122473806,1.0,1.0,Few Immigrants
5010,507.0,Once in a while,Poor,Once in a while,Be reduced a lot,85.0,10.0,85.0,95.0,,Be reduced a lot,83.0,Less than high school,"White, Non-Hispanic",Male,"$40,000 to $49,999",fl,Strong Republican,Conservative,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350198,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
5020,508.0,About half the time,Good,About half the time,Be reduced a lot,50.0,0.0,100.0,100.0,,Be reduced a lot,52.0,High school,"White, Non-Hispanic",Female,"$50,000 to $59,999",tn,Not Strong Republican,"Moderate, middle of the road",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494284,1.0,1.0,Few Immigrants
5030,509.0,Never,Fair,Once in a while,Be reduced a little,50.0,50.0,25.0,80.0,,Be reduced a little,65.0,Some college,"White, Non-Hispanic",Female,"$40,000 to $49,999",nc,Leans Democrat,Liberal,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
5040,510.0,Once in a while,Poor,Once in a while,Remain the same as it is,40.0,50.0,60.0,95.0,,Remain the same as it is,44.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$100,000 to $124,999",ks,Strong Republican,Conservative,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078348786,1.0,1.0,Few Immigrants
5050,511.0,Never,Very poor,Once in a while,Be increased a lot,40.0,25.0,40.0,75.0,,Be reduced a lot,53.0,Some college,"White, Non-Hispanic",Male,"$20,000 to $24,999",ca,Leans Republican,"Moderate, middle of the road",43.0,,,,,,,,,,,,,1.0,2.0,"Many Immigrants, Majority Hispanic"
5060,512.0,About half the time,Fair,Most of the time,Be reduced a little,40.0,10.0,50.0,80.0,,Be reduced a little,18.0,Some college,"White, Non-Hispanic",Female,"$125,000 to $149,999",il,Not Strong Democrat,Slightly liberal,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
5070,513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
5080,514.0,Never,Good,Once in a while,Remain the same as it is,100.0,90.0,50.0,10.0,,Remain the same as it is,49.0,Less than high school,Hispanic,Male,"$20,000 to $24,999",nv,Not Strong Democrat,Slightly liberal,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1325904,1.0,1.0,"Many Immigrants, Majority Hispanic"
5090,515.0,Most of the time,Good,Once in a while,Remain the same as it is,100.0,100.0,100.0,100.0,,Remain the same as it is,18.0,High school,"White, Non-Hispanic",Male,"$40,000 to $49,999",pa,Leans Republican,Conservative,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
5100,516.0,Once in a while,Poor,About half the time,Be increased a little,75.0,75.0,75.0,50.0,,Be increased a little,53.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$40,000 to $49,999",va,Strong Democrat,"Moderate, middle of the road",27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078348786,1.0,1.0,Few Immigrants
5110,517.0,Never,Fair,Once in a while,Be reduced a lot,80.0,60.0,80.0,80.0,,Be reduced a little,53.0,Some college,"White, Non-Hispanic",Male,"$125,000 to $149,999",il,Strong Democrat,Liberal,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1642884,1.0,1.0,"Many Immigrants, Majority Hispanic"
5120,518.0,Once in a while,Fair,Once in a while,Be reduced a lot,65.0,50.0,80.0,50.0,,Be reduced a lot,18.0,Less than high school,"White, Non-Hispanic",Female,"$15,000 to $19,999",or,Strong Democrat,Liberal,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,"Many Immigrants, Majority Hispanic"
5130,519.0,Never,Poor,Once in a while,Remain the same as it is,85.0,50.0,75.0,90.0,,Be reduced a lot,69.0,Less than high school,Hispanic,Female,"$60,000 to $74,999",tx,Not Strong Democrat,"Moderate, middle of the road",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3197841,1.0,1.0,"Many Immigrants, Majority Hispanic"
5140,520.0,Never,Poor,Once in a while,Be reduced a lot,50.0,25.0,50.0,50.0,,Be reduced a lot,58.0,Some college,Hispanic,Male,"$35,000 to $39,999",az,Strong Democrat,Slightly conservative,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058380287,1.0,1.0,
5150,521.0,About half the time,Fair,Most of the time,Remain the same as it is,50.0,0.0,50.0,50.0,,Be reduced a little,45.0,High school,Hispanic,Male,"$30,000 to $34,999",tx,Strong Republican,"Moderate, middle of the road",8.0,,,,,,,,,,,,,1.0,1.0,"Many Immigrants, Majority Hispanic"
5160,522.0,Once in a while,Fair,About half the time,Be reduced a little,68.0,42.0,75.0,89.0,,Be reduced a lot,43.0,Some college,Hispanic,Male,"$75,000 to $84,999",tx,Leans Republican,"Moderate, middle of the road",19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23116839,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
5170,523.0,Once in a while,Poor,Once in a while,Be reduced a lot,50.0,50.0,50.0,70.0,,Be reduced a lot,46.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$100,000 to $124,999",me,Strong Republican,Slightly conservative,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350198,1.0,1.0,
5180,524.0,Never,Fair,Never,Remain the same as it is,60.0,60.0,60.0,,,Be increased a little,78.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$60,000 to $74,999",ca,Strong Democrat,Extremely liberal,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15763871,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
5190,525.0,Never,Good,Once in a while,Be reduced a lot,50.0,50.0,50.0,50.0,,Remain the same as it is,55.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$60,000 to $74,999",mn,Strong Republican,Conservative,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22688544,1.0,1.0,Few Immigrants
5200,526.0,Once in a while,Fair,About half the time,Be reduced a little,70.0,70.0,70.0,90.0,,Be reduced a little,60.0,High school,"White, Non-Hispanic",Male,"$75,000 to $84,999",fl,Not Strong Republican,Conservative,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09535995,1.0,2.0,Few Immigrants
5210,527.0,Once in a while,Good,Once in a while,Be reduced a little,40.0,50.0,50.0,60.0,,Be reduced a little,65.0,Bachelor's degree or higher,Hispanic,Male,"$60,000 to $74,999",nh,Leans Republican,"Moderate, middle of the road",18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38070676,1.0,1.0,
5220,528.0,Once in a while,Fair,Once in a while,Remain the same as it is,60.0,60.0,70.0,90.0,,Be reduced a lot,24.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$85,000 to $99,999",oh,Not Strong Democrat,Slightly liberal,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13556229,1.0,1.0,Few Immigrants
5230,529.0,Never,Very poor,About half the time,Remain the same as it is,50.0,50.0,50.0,50.0,,Remain the same as it is,41.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$60,000 to $74,999",ok,Leans Republican,"Moderate, middle of the road",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23116839,1.0,1.0,Few Immigrants
5240,530.0,Once in a while,Good,Once in a while,Be increased a little,50.0,50.0,50.0,50.0,,Be increased a little,50.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$175,000 or more",ia,Strong Republican,Conservative,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3197841,1.0,1.0,Few Immigrants
5250,531.0,About half the time,Excellent,About half the time,Be increased a little,75.0,70.0,90.0,80.0,,Be increased a lot,83.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$175,000 or more",al,Not Strong Democrat,Slightly liberal,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06754002,1.0,1.0,Few Immigrants
5260,532.0,Once in a while,Fair,About half the time,Remain the same as it is,60.0,60.0,75.0,65.0,,Remain the same as it is,21.0,High school,"White, Non-Hispanic",Female,"$85,000 to $99,999",fl,Strong Republican,Conservative,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12541616,1.0,2.0,"Many Immigrants, Majority Hispanic"
5270,533.0,Once in a while,Poor,Once in a while,Be reduced a lot,100.0,100.0,80.0,80.0,,Be increased a lot,40.0,Bachelor's degree or higher,Hispanic,Male,"$60,000 to $74,999",ca,Strong Democrat,Slightly liberal,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350198,1.0,2.0,"Many Immigrants, Majority Hispanic"
5280,534.0,Once in a while,Excellent,Once in a while,Remain the same as it is,75.0,60.0,75.0,60.0,,Be reduced a little,60.0,Some college,"White, Non-Hispanic",Male,"$50,000 to $59,999",tx,Not Strong Democrat,Extremely liberal,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39795357,1.0,1.0,"Many Immigrants, Majority Hispanic"
5290,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Not Hispanic"
5300,536.0,Never,Poor,Never,Be increased a little,75.0,60.0,50.0,75.0,,Remain the same as it is,60.0,High school,Hispanic,Male,"$35,000 to $39,999",ca,Not Strong Democrat,Slightly liberal,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19052505,1.0,2.0,"Many Immigrants, Majority Hispanic"
5310,537.0,Once in a while,Poor,About half the time,Be reduced a little,50.0,50.0,50.0,50.0,,Be reduced a lot,20.0,Some college,"White, Non-Hispanic",Male,"$175,000 or more",il,Leans Democrat,Slightly liberal,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
5320,538.0,Never,Fair,Never,Be reduced a little,90.0,90.0,90.0,,90.0,Remain the same as it is,47.0,Some college,"Black, Non-Hispanic",Male,"$150,000 to $174,999",ca,Not Strong Republican,Slightly conservative,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122473806,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
5330,539.0,Once in a while,Poor,Once in a while,Be reduced a lot,40.0,50.0,50.0,50.0,,Be reduced a lot,68.0,Less than high school,"White, Non-Hispanic",Male,"$35,000 to $39,999",sc,Leans Republican,Conservative,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11805371,1.0,1.0,Few Immigrants
5340,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
5350,541.0,Never,Fair,Once in a while,Be reduced a little,90.0,65.0,80.0,90.0,,Be reduced a little,51.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$100,000 to $124,999",tx,Not Strong Democrat,Slightly conservative,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26893428,1.0,1.0,"Many Immigrants, Majority Hispanic"
5360,542.0,Never,Fair,Never,Be reduced a little,65.0,60.0,75.0,90.0,,Be reduced a little,49.0,High school,"White, Non-Hispanic",Male,"$35,000 to $39,999",fl,Leans Republican,"Moderate, middle of the road",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494284,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
5370,543.0,Once in a while,Fair,About half the time,Be increased a little,,,,,,Be increased a little,23.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$15,000 to $19,999",ar,Strong Republican,Conservative,8.0,,,,,,,,,,,,0.07049426,1.0,1.0,Few Immigrants
5380,544.0,Never,Poor,Never,Be reduced a lot,40.0,0.0,100.0,100.0,,Be reduced a lot,27.0,Some college,"White, Non-Hispanic",Female,"$40,000 to $49,999",ut,Strong Republican,Conservative,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19315107,1.0,1.0,Few Immigrants
5390,545.0,Once in a while,Very poor,Never,Remain the same as it is,50.0,50.0,50.0,60.0,,Be increased a little,56.0,High school,"White, Non-Hispanic",Male,"$15,000 to $19,999",oh,Not Strong Democrat,Liberal,51.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
5400,546.0,Never,Good,Once in a while,Be reduced a little,50.0,50.0,50.0,50.0,,Be increased a little,59.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$100,000 to $124,999",pa,Not Strong Republican,Slightly liberal,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09350198,1.0,1.0,Few Immigrants
5410,547.0,About half the time,Fair,Once in a while,Be reduced a lot,50.0,0.0,60.0,,20.0,Be reduced a little,18.0,High school,"Black, Non-Hispanic",Male,"$35,000 to $39,999",mi,Leans Democrat,"Moderate, middle of the road",21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
5420,548.0,Once in a while,Fair,About half the time,Be reduced a little,60.0,70.0,50.0,90.0,,Remain the same as it is,57.0,Some college,"White, Non-Hispanic",Male,"$75,000 to $84,999",ca,Leans Democrat,"Moderate, middle of the road",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23116839,1.0,2.0,"Many Immigrants, Majority Hispanic"
5430,549.0,Never,Fair,Never,Remain the same as it is,90.0,80.0,80.0,99.0,,Be reduced a little,59.0,High school,"White, Non-Hispanic",Female,"$175,000 or more",ma,Strong Democrat,Slightly liberal,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13005003,2.0,2.0,
5440,550.0,Always,Fair,About half the time,Be reduced a lot,100.0,50.0,100.0,100.0,,Be reduced a lot,23.0,Some college,"White, Non-Hispanic",Male,"$25,000 to $29,999",az,Leans Republican,Slightly conservative,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
